p,score
1.2000000000000002,0.6728176011355571
1.2000000000000002,0.6641234918381831
1.2000000000000002,0.674237047551455
1.2000000000000002,0.6639460610361959
1.2000000000000002,0.6653655074520937
1.2000000000000002,0.6687366926898509
1.2000000000000002,0.6690915542938254
1.2000000000000002,0.6737047551454932
1.2000000000000002,0.6639460610361959
1.2000000000000002,0.670333569907736
1.2000000000000002,0.6731724627395316
1.2000000000000002,0.6745919091554294
1.2000000000000002,0.6753016323633783
1.3000000000000003,0.6685592618878637
1.3000000000000003,0.6745919091554294
1.3000000000000003,0.6657203690560681
1.3000000000000003,0.6832860184528035
1.3000000000000003,0.6713981547196594
1.3000000000000003,0.6708658623136976
1.3000000000000003,0.6701561391057488
1.3000000000000003,0.6724627395315826
1.3000000000000003,0.673527324343506
1.3000000000000003,0.6687366926898509
1.3000000000000003,0.6754790631653655
1.3000000000000003,0.6671398154719659
1.3000000000000003,0.6712207239176721
1.3000000000000003,0.674237047551455
1.3000000000000003,0.6600425833924769
1.3000000000000003,0.6749467707594038
1.3000000000000003,0.6751242015613911
1.3000000000000003,0.6710432931156849
1.3000000000000003,0.6765436479772888
1.3000000000000003,0.6738821859474805
1.3000000000000003,0.6683818310858765
1.3000000000000003,0.6683818310858765
1.3000000000000003,0.6781405251951739
1.3000000000000003,0.6729950319375444
1.3000000000000003,0.6690915542938254
1.3000000000000003,0.6713981547196594
1.3000000000000003,0.6637686302342086
1.3000000000000003,0.671930447125621
1.3000000000000003,0.6706884315117104
1.3000000000000003,0.6650106458481192
1.3000000000000003,0.6749467707594038
1.3000000000000003,0.6682044002838893
1.3000000000000003,0.6713981547196594
1.3000000000000003,0.6689141234918382
1.3000000000000003,0.673527324343506
1.3000000000000003,0.6699787083037615
1.3000000000000003,0.6683818310858765
1.3000000000000003,0.6639460610361959
1.3000000000000003,0.6682044002838893
1.3000000000000003,0.6767210787792761
1.3000000000000003,0.6635911994322214
1.3000000000000003,0.6664300922640171
1.3000000000000003,0.660929737402413
1.3000000000000003,0.6765436479772888
1.3000000000000003,0.6706884315117104
1.3000000000000003,0.6825762952448545
1.3000000000000003,0.6660752306600426
1.3000000000000003,0.6687366926898509
1.3000000000000003,0.6698012775017743
1.3000000000000003,0.674237047551455
1.3000000000000003,0.6699787083037615
1.3000000000000003,0.6694464158977999
1.3000000000000003,0.6738821859474805
1.3000000000000003,0.6698012775017743
1.3000000000000003,0.6602200141944642
1.3000000000000003,0.6701561391057488
1.3000000000000003,0.6818665720369056
1.3000000000000003,0.6653655074520937
1.3000000000000003,0.6749467707594038
1.3000000000000003,0.6715755855216465
1.3000000000000003,0.6744144783534421
1.3000000000000003,0.673527324343506
1.3000000000000003,0.67583392476934
1.3000000000000003,0.6713981547196594
1.3000000000000003,0.674237047551455
1.3000000000000003,0.6657203690560681
1.3000000000000003,0.6678495386799148
1.3000000000000003,0.6673172462739532
1.3000000000000003,0.6600425833924769
1.3000000000000003,0.673527324343506
1.3000000000000003,0.6776082327892122
1.3000000000000003,0.6705110007097232
1.3000000000000003,0.6690915542938254
1.3000000000000003,0.6721078779276083
1.3000000000000003,0.6664300922640171
1.3000000000000003,0.6641234918381831
1.3000000000000003,0.6740596167494677
1.3000000000000003,0.6744144783534421
1.3000000000000003,0.6722853087295955
1.3000000000000003,0.663236337828247
1.3000000000000003,0.6713981547196594
1.3000000000000003,0.6705110007097232
1.3000000000000003,0.6621717530163236
1.3000000000000003,0.669623846699787
1.3000000000000003,0.6722853087295955
1.3000000000000003,0.6698012775017743
1.3000000000000003,0.67583392476934
1.3000000000000003,0.6682044002838893
1.3000000000000003,0.6650106458481192
1.3000000000000003,0.6692689850958127
1.3000000000000003,0.6738821859474805
1.3000000000000003,0.6701561391057488
1.3000000000000003,0.6650106458481192
1.3000000000000003,0.6682044002838893
1.3000000000000003,0.6669623846699787
1.3000000000000003,0.6694464158977999
1.3000000000000003,0.6768985095812633
1.3000000000000003,0.6737047551454932
1.3000000000000003,0.670333569907736
1.3000000000000003,0.6738821859474805
1.4000000000000004,0.6721078779276083
1.4000000000000004,0.6698012775017743
1.4000000000000004,0.6721078779276083
1.4000000000000004,0.6772533711852378
1.4000000000000004,0.6795599716110717
1.4000000000000004,0.67583392476934
1.4000000000000004,0.673527324343506
1.4000000000000004,0.6673172462739532
1.4000000000000004,0.6744144783534421
1.4000000000000004,0.6692689850958127
1.4000000000000004,0.6797374024130589
1.4000000000000004,0.6729950319375444
1.4000000000000004,0.6643009226401704
1.4000000000000004,0.665542938254081
1.4000000000000004,0.6745919091554294
1.4000000000000004,0.67583392476934
1.4000000000000004,0.6701561391057488
1.4000000000000004,0.6749467707594038
1.4000000000000004,0.6710432931156849
1.4000000000000004,0.6666075230660042
1.4000000000000004,0.6783179559971612
1.4000000000000004,0.6729950319375444
1.4000000000000004,0.6588005677785663
1.4000000000000004,0.6729950319375444
1.4000000000000004,0.669623846699787
1.4000000000000004,0.6698012775017743
1.4000000000000004,0.6643009226401704
1.4000000000000004,0.681334279630944
1.4000000000000004,0.6698012775017743
1.4000000000000004,0.6692689850958127
1.4000000000000004,0.6694464158977999
1.4000000000000004,0.6705110007097232
1.4000000000000004,0.6722853087295955
1.4000000000000004,0.6628814762242725
1.4000000000000004,0.6738821859474805
1.4000000000000004,0.6680269694819021
1.4000000000000004,0.6715755855216465
1.4000000000000004,0.6737047551454932
1.4000000000000004,0.6726401703335699
1.4000000000000004,0.6584457061745919
1.4000000000000004,0.6760113555713272
1.4000000000000004,0.6765436479772888
1.4000000000000004,0.6776082327892122
1.4000000000000004,0.6768985095812633
1.4000000000000004,0.6687366926898509
1.4000000000000004,0.6662526614620298
1.4000000000000004,0.6705110007097232
1.4000000000000004,0.6650106458481192
1.4000000000000004,0.6721078779276083
1.4000000000000004,0.6713981547196594
1.4000000000000004,0.6721078779276083
1.4000000000000004,0.6784953867991483
1.4000000000000004,0.670333569907736
1.4000000000000004,0.6689141234918382
1.4000000000000004,0.6699787083037615
1.4000000000000004,0.6690915542938254
1.4000000000000004,0.6722853087295955
1.4000000000000004,0.6690915542938254
1.4000000000000004,0.6698012775017743
1.4000000000000004,0.6660752306600426
1.4000000000000004,0.6641234918381831
1.4000000000000004,0.6669623846699787
1.4000000000000004,0.6678495386799148
1.4000000000000004,0.6621717530163236
1.4000000000000004,0.670333569907736
1.4000000000000004,0.6692689850958127
1.4000000000000004,0.6745919091554294
1.4000000000000004,0.670333569907736
1.4000000000000004,0.67583392476934
1.4000000000000004,0.6705110007097232
1.4000000000000004,0.6747693399574166
1.4000000000000004,0.6687366926898509
1.4000000000000004,0.6731724627395316
1.4000000000000004,0.6706884315117104
1.4000000000000004,0.6767210787792761
1.4000000000000004,0.6706884315117104
1.4000000000000004,0.6676721078779276
1.4000000000000004,0.6667849538679915
1.4000000000000004,0.6694464158977999
1.4000000000000004,0.6701561391057488
1.4000000000000004,0.6698012775017743
1.4000000000000004,0.6763662171753017
1.4000000000000004,0.6717530163236338
1.4000000000000004,0.6726401703335699
1.4000000000000004,0.6611071682044003
1.4000000000000004,0.6770759403832506
1.4000000000000004,0.6664300922640171
1.4000000000000004,0.6671398154719659
1.4000000000000004,0.6724627395315826
1.4000000000000004,0.6781405251951739
1.4000000000000004,0.6767210787792761
1.4000000000000004,0.6756564939673527
1.4000000000000004,0.6658977998580553
1.4000000000000004,0.6740596167494677
1.4000000000000004,0.6721078779276083
1.4000000000000004,0.6641234918381831
1.4000000000000004,0.6774308019872249
1.4000000000000004,0.6669623846699787
1.4000000000000004,0.6706884315117104
1.4000000000000004,0.6765436479772888
1.5000000000000004,0.6701561391057488
1.5000000000000004,0.6685592618878637
1.5000000000000004,0.6774308019872249
1.5000000000000004,0.6761887863733144
1.5000000000000004,0.6729950319375444
1.5000000000000004,0.671930447125621
1.5000000000000004,0.6708658623136976
1.5000000000000004,0.6770759403832506
1.5000000000000004,0.6751242015613911
1.5000000000000004,0.6692689850958127
1.5000000000000004,0.6637686302342086
1.5000000000000004,0.6827537260468417
1.5000000000000004,0.6724627395315826
1.5000000000000004,0.6788502484031228
1.5000000000000004,0.6751242015613911
1.5000000000000004,0.6687366926898509
1.5000000000000004,0.6768985095812633
1.5000000000000004,0.6726401703335699
1.5000000000000004,0.6765436479772888
1.5000000000000004,0.669623846699787
1.5000000000000004,0.6765436479772888
1.5000000000000004,0.6710432931156849
1.5000000000000004,0.6793825408090844
1.5000000000000004,0.6650106458481192
1.5000000000000004,0.6660752306600426
1.5000000000000004,0.6747693399574166
1.5000000000000004,0.6660752306600426
1.5000000000000004,0.6747693399574166
1.5000000000000004,0.6726401703335699
1.5000000000000004,0.6715755855216465
1.5000000000000004,0.6808019872249823
1.5000000000000004,0.6666075230660042
1.5000000000000004,0.6724627395315826
1.5000000000000004,0.6572036905606813
1.5000000000000004,0.6747693399574166
1.5000000000000004,0.665542938254081
1.5000000000000004,0.6737047551454932
1.5000000000000004,0.6731724627395316
1.5000000000000004,0.6747693399574166
1.5000000000000004,0.6662526614620298
1.5000000000000004,0.6783179559971612
1.5000000000000004,0.6682044002838893
1.5000000000000004,0.6729950319375444
1.5000000000000004,0.6770759403832506
1.5000000000000004,0.6751242015613911
1.5000000000000004,0.6712207239176721
1.5000000000000004,0.6657203690560681
1.5000000000000004,0.674237047551455
1.5000000000000004,0.6674946770759403
1.5000000000000004,0.6706884315117104
1.5000000000000004,0.6705110007097232
1.5000000000000004,0.671930447125621
1.5000000000000004,0.6729950319375444
1.5000000000000004,0.6754790631653655
1.5000000000000004,0.681334279630944
1.5000000000000004,0.6722853087295955
1.5000000000000004,0.6733498935415189
1.5000000000000004,0.663236337828247
1.5000000000000004,0.6713981547196594
1.5000000000000004,0.6595102909865153
1.5000000000000004,0.6777856635911994
1.5000000000000004,0.6692689850958127
1.5000000000000004,0.6653655074520937
1.5000000000000004,0.6690915542938254
1.5000000000000004,0.6584457061745919
1.5000000000000004,0.6692689850958127
1.5000000000000004,0.670333569907736
1.5000000000000004,0.6712207239176721
1.5000000000000004,0.6669623846699787
1.5000000000000004,0.6674946770759403
1.5000000000000004,0.6674946770759403
1.5000000000000004,0.6820440028388929
1.5000000000000004,0.6678495386799148
1.5000000000000004,0.6751242015613911
1.5000000000000004,0.6692689850958127
1.5000000000000004,0.6644783534421576
1.5000000000000004,0.6639460610361959
1.5000000000000004,0.6745919091554294
1.5000000000000004,0.6713981547196594
1.5000000000000004,0.6760113555713272
1.5000000000000004,0.684528034066714
1.5000000000000004,0.6690915542938254
1.5000000000000004,0.6662526614620298
1.5000000000000004,0.6614620298083748
1.5000000000000004,0.6756564939673527
1.5000000000000004,0.6641234918381831
1.5000000000000004,0.6598651525904897
1.5000000000000004,0.6687366926898509
1.5000000000000004,0.6740596167494677
1.5000000000000004,0.6682044002838893
1.5000000000000004,0.6660752306600426
1.5000000000000004,0.6754790631653655
1.5000000000000004,0.6728176011355571
1.5000000000000004,0.6740596167494677
1.5000000000000004,0.6618168914123492
1.5000000000000004,0.6788502484031228
1.5000000000000004,0.6753016323633783
1.5000000000000004,0.6690915542938254
1.5000000000000004,0.6705110007097232
1.5000000000000004,0.6699787083037615
1.6000000000000005,0.674237047551455
1.6000000000000005,0.6740596167494677
1.6000000000000005,0.6708658623136976
1.6000000000000005,0.6682044002838893
1.6000000000000005,0.6729950319375444
1.6000000000000005,0.6717530163236338
1.6000000000000005,0.6673172462739532
1.6000000000000005,0.6793825408090844
1.6000000000000005,0.6674946770759403
1.6000000000000005,0.6710432931156849
1.6000000000000005,0.6673172462739532
1.6000000000000005,0.6678495386799148
1.6000000000000005,0.6698012775017743
1.6000000000000005,0.6657203690560681
1.6000000000000005,0.6765436479772888
1.6000000000000005,0.6745919091554294
1.6000000000000005,0.6770759403832506
1.6000000000000005,0.6692689850958127
1.6000000000000005,0.6658977998580553
1.6000000000000005,0.6717530163236338
1.6000000000000005,0.6690915542938254
1.6000000000000005,0.6669623846699787
1.6000000000000005,0.6701561391057488
1.6000000000000005,0.6777856635911994
1.6000000000000005,0.6781405251951739
1.6000000000000005,0.6767210787792761
1.6000000000000005,0.6715755855216465
1.6000000000000005,0.671930447125621
1.6000000000000005,0.6705110007097232
1.6000000000000005,0.6680269694819021
1.6000000000000005,0.6754790631653655
1.6000000000000005,0.6726401703335699
1.6000000000000005,0.6667849538679915
1.6000000000000005,0.6747693399574166
1.6000000000000005,0.665542938254081
1.6000000000000005,0.6687366926898509
1.6000000000000005,0.6706884315117104
1.6000000000000005,0.6612845990063875
1.6000000000000005,0.6744144783534421
1.6000000000000005,0.6740596167494677
1.6000000000000005,0.6733498935415189
1.6000000000000005,0.6737047551454932
1.6000000000000005,0.6657203690560681
1.6000000000000005,0.6667849538679915
1.6000000000000005,0.67583392476934
1.6000000000000005,0.671930447125621
1.6000000000000005,0.6804471256210078
1.6000000000000005,0.670333569907736
1.6000000000000005,0.6708658623136976
1.6000000000000005,0.6756564939673527
1.6000000000000005,0.6685592618878637
1.6000000000000005,0.6740596167494677
1.6000000000000005,0.673527324343506
1.6000000000000005,0.6800922640170334
1.6000000000000005,0.674237047551455
1.6000000000000005,0.6692689850958127
1.6000000000000005,0.6738821859474805
1.6000000000000005,0.6804471256210078
1.6000000000000005,0.6698012775017743
1.6000000000000005,0.6678495386799148
1.6000000000000005,0.6777856635911994
1.6000000000000005,0.6694464158977999
1.6000000000000005,0.6712207239176721
1.6000000000000005,0.670333569907736
1.6000000000000005,0.6635911994322214
1.6000000000000005,0.6682044002838893
1.6000000000000005,0.6754790631653655
1.6000000000000005,0.6740596167494677
1.6000000000000005,0.6687366926898509
1.6000000000000005,0.6756564939673527
1.6000000000000005,0.6685592618878637
1.6000000000000005,0.664833215046132
1.6000000000000005,0.669623846699787
1.6000000000000005,0.6781405251951739
1.6000000000000005,0.6753016323633783
1.6000000000000005,0.673527324343506
1.6000000000000005,0.6687366926898509
1.6000000000000005,0.6708658623136976
1.6000000000000005,0.6760113555713272
1.6000000000000005,0.6783179559971612
1.6000000000000005,0.67902767920511
1.6000000000000005,0.6761887863733144
1.6000000000000005,0.6795599716110717
1.6000000000000005,0.6623491838183109
1.6000000000000005,0.670333569907736
1.6000000000000005,0.6761887863733144
1.6000000000000005,0.6751242015613911
1.6000000000000005,0.6779630943931867
1.6000000000000005,0.6603974449964514
1.6000000000000005,0.6658977998580553
1.6000000000000005,0.674237047551455
1.6000000000000005,0.6689141234918382
1.6000000000000005,0.6674946770759403
1.6000000000000005,0.6763662171753017
1.6000000000000005,0.6705110007097232
1.6000000000000005,0.6779630943931867
1.6000000000000005,0.6701561391057488
1.6000000000000005,0.6726401703335699
1.6000000000000005,0.6770759403832506
1.6000000000000005,0.6690915542938254
1.7000000000000006,0.6619943222143364
1.7000000000000006,0.6724627395315826
1.7000000000000006,0.6724627395315826
1.7000000000000006,0.6683818310858765
1.7000000000000006,0.6682044002838893
1.7000000000000006,0.6713981547196594
1.7000000000000006,0.6650106458481192
1.7000000000000006,0.6802696948190206
1.7000000000000006,0.6634137686302342
1.7000000000000006,0.6774308019872249
1.7000000000000006,0.6682044002838893
1.7000000000000006,0.6756564939673527
1.7000000000000006,0.6607523066004258
1.7000000000000006,0.6616394606103619
1.7000000000000006,0.6698012775017743
1.7000000000000006,0.6671398154719659
1.7000000000000006,0.6699787083037615
1.7000000000000006,0.6708658623136976
1.7000000000000006,0.6731724627395316
1.7000000000000006,0.6715755855216465
1.7000000000000006,0.6685592618878637
1.7000000000000006,0.6671398154719659
1.7000000000000006,0.6818665720369056
1.7000000000000006,0.6671398154719659
1.7000000000000006,0.6811568488289567
1.7000000000000006,0.6699787083037615
1.7000000000000006,0.6689141234918382
1.7000000000000006,0.6687366926898509
1.7000000000000006,0.6676721078779276
1.7000000000000006,0.6765436479772888
1.7000000000000006,0.6740596167494677
1.7000000000000006,0.6692689850958127
1.7000000000000006,0.6722853087295955
1.7000000000000006,0.6698012775017743
1.7000000000000006,0.6751242015613911
1.7000000000000006,0.6731724627395316
1.7000000000000006,0.6646557842441447
1.7000000000000006,0.6777856635911994
1.7000000000000006,0.6731724627395316
1.7000000000000006,0.6680269694819021
1.7000000000000006,0.6705110007097232
1.7000000000000006,0.6706884315117104
1.7000000000000006,0.6664300922640171
1.7000000000000006,0.6621717530163236
1.7000000000000006,0.6754790631653655
1.7000000000000006,0.669623846699787
1.7000000000000006,0.6676721078779276
1.7000000000000006,0.6747693399574166
1.7000000000000006,0.664833215046132
1.7000000000000006,0.6708658623136976
1.7000000000000006,0.6740596167494677
1.7000000000000006,0.6749467707594038
1.7000000000000006,0.6705110007097232
1.7000000000000006,0.6784953867991483
1.7000000000000006,0.6664300922640171
1.7000000000000006,0.674237047551455
1.7000000000000006,0.6706884315117104
1.7000000000000006,0.6628814762242725
1.7000000000000006,0.6749467707594038
1.7000000000000006,0.6698012775017743
1.7000000000000006,0.6729950319375444
1.7000000000000006,0.6639460610361959
1.7000000000000006,0.6671398154719659
1.7000000000000006,0.6761887863733144
1.7000000000000006,0.6731724627395316
1.7000000000000006,0.6733498935415189
1.7000000000000006,0.6751242015613911
1.7000000000000006,0.6731724627395316
1.7000000000000006,0.6635911994322214
1.7000000000000006,0.6708658623136976
1.7000000000000006,0.6728176011355571
1.7000000000000006,0.6724627395315826
1.7000000000000006,0.6728176011355571
1.7000000000000006,0.6658977998580553
1.7000000000000006,0.6760113555713272
1.7000000000000006,0.6658977998580553
1.7000000000000006,0.6722853087295955
1.7000000000000006,0.6717530163236338
1.7000000000000006,0.6671398154719659
1.7000000000000006,0.6701561391057488
1.7000000000000006,0.6694464158977999
1.7000000000000006,0.6744144783534421
1.7000000000000006,0.6667849538679915
1.7000000000000006,0.6770759403832506
1.7000000000000006,0.6564939673527325
1.7000000000000006,0.6731724627395316
1.7000000000000006,0.6706884315117104
1.7000000000000006,0.6692689850958127
1.7000000000000006,0.6666075230660042
1.7000000000000006,0.6740596167494677
1.7000000000000006,0.6722853087295955
1.7000000000000006,0.6800922640170334
1.7000000000000006,0.6664300922640171
1.7000000000000006,0.6804471256210078
1.7000000000000006,0.673527324343506
1.7000000000000006,0.6761887863733144
1.7000000000000006,0.6740596167494677
1.7000000000000006,0.6717530163236338
1.7000000000000006,0.6737047551454932
1.7000000000000006,0.6678495386799148
1.8000000000000007,0.6731724627395316
1.8000000000000007,0.673527324343506
1.8000000000000007,0.664833215046132
1.8000000000000007,0.6595102909865153
1.8000000000000007,0.6728176011355571
1.8000000000000007,0.6657203690560681
1.8000000000000007,0.6692689850958127
1.8000000000000007,0.6721078779276083
1.8000000000000007,0.6747693399574166
1.8000000000000007,0.6669623846699787
1.8000000000000007,0.664833215046132
1.8000000000000007,0.670333569907736
1.8000000000000007,0.6722853087295955
1.8000000000000007,0.6792051100070973
1.8000000000000007,0.6650106458481192
1.8000000000000007,0.6676721078779276
1.8000000000000007,0.673527324343506
1.8000000000000007,0.6618168914123492
1.8000000000000007,0.6747693399574166
1.8000000000000007,0.6799148332150461
1.8000000000000007,0.669623846699787
1.8000000000000007,0.670333569907736
1.8000000000000007,0.6692689850958127
1.8000000000000007,0.6721078779276083
1.8000000000000007,0.6706884315117104
1.8000000000000007,0.6586231369765791
1.8000000000000007,0.6728176011355571
1.8000000000000007,0.6690915542938254
1.8000000000000007,0.6678495386799148
1.8000000000000007,0.6705110007097232
1.8000000000000007,0.6671398154719659
1.8000000000000007,0.671930447125621
1.8000000000000007,0.6754790631653655
1.8000000000000007,0.6717530163236338
1.8000000000000007,0.6706884315117104
1.8000000000000007,0.6641234918381831
1.8000000000000007,0.6738821859474805
