c,score
0.2,0.5021291696238467
0.2,0.5198722498225692
0.2,0.4973385379701916
0.2,0.49698367636621715
0.2,0.5102909865152591
0.2,0.49698367636621715
0.2,0.501596877217885
0.2,0.49520936834634494
0.2,0.5008871540099361
0.2,0.5010645848119234
0.2,0.49804826117814055
0.2,0.49396735273243436
0.2,0.4914833215046132
0.2,0.5732789212207239
0.2,0.5218239886444287
0.2,0.522888573456352
0.2,0.5001774308019872
0.30000000000000004,0.5413413768630234
0.30000000000000004,0.6343151171043293
0.30000000000000004,0.680624556422995
0.30000000000000004,0.5968772178850248
0.30000000000000004,0.5186302342086586
0.30000000000000004,0.5102909865152591
0.30000000000000004,0.646735273243435
0.30000000000000004,0.6508161816891412
0.30000000000000004,0.6744144783534421
0.30000000000000004,0.5571327182398864
0.30000000000000004,0.6188786373314408
0.30000000000000004,0.5486160397444997
0.30000000000000004,0.5503903477643719
0.30000000000000004,0.5165010645848119
0.30000000000000004,0.5986515259048971
0.30000000000000004,0.638041163946061
0.30000000000000004,0.6298793470546487
0.30000000000000004,0.6784953867991483
0.30000000000000004,0.5418736692689851
0.30000000000000004,0.6784953867991483
0.30000000000000004,0.6605748757984387
0.30000000000000004,0.615152590489709
0.30000000000000004,0.5386799148332151
0.30000000000000004,0.589070262597587
0.30000000000000004,0.5475514549325763
0.30000000000000004,0.5040809084457062
0.30000000000000004,0.6731724627395316
0.30000000000000004,0.5118878637331441
0.30000000000000004,0.674237047551455
0.30000000000000004,0.5864088005677786
0.30000000000000004,0.5188076650106459
0.30000000000000004,0.5477288857345636
0.30000000000000004,0.5489709013484741
0.30000000000000004,0.560681334279631
0.30000000000000004,0.6465578424414479
0.30000000000000004,0.5729240596167494
0.30000000000000004,0.515791341376863
0.30000000000000004,0.4985805535841022
0.30000000000000004,0.6554293825408091
0.30000000000000004,0.643541518807665
0.30000000000000004,0.6414123491838183
0.30000000000000004,0.5805535841022001
0.30000000000000004,0.6291696238466998
0.30000000000000004,0.5684882895670689
0.30000000000000004,0.6673172462739532
0.30000000000000004,0.6579134137686302
0.30000000000000004,0.6705110007097232
0.30000000000000004,0.6786728176011355
0.30000000000000004,0.556777856635912
0.30000000000000004,0.5505677785663591
0.30000000000000004,0.615152590489709
0.30000000000000004,0.5177430801987225
0.30000000000000004,0.5058552164655784
0.30000000000000004,0.5688431511710433
0.30000000000000004,0.5571327182398864
0.30000000000000004,0.6376863023420866
0.30000000000000004,0.5871185237757275
0.30000000000000004,0.5667139815471965
0.30000000000000004,0.53708303761533
0.30000000000000004,0.6795599716110717
0.30000000000000004,0.5702625975869411
0.30000000000000004,0.584457061745919
0.30000000000000004,0.511000709723208
0.30000000000000004,0.640347764371895
0.30000000000000004,0.526792051100071
0.30000000000000004,0.6087650816181689
0.30000000000000004,0.5647622427253371
0.30000000000000004,0.5074520936834634
0.30000000000000004,0.6217175301632364
0.30000000000000004,0.6139105748757985
0.30000000000000004,0.6039744499645139
0.30000000000000004,0.5133073101490419
0.30000000000000004,0.5464868701206529
0.30000000000000004,0.5262597586941093
0.30000000000000004,0.5209368346344926
0.30000000000000004,0.662526614620298
0.30000000000000004,0.6552519517388219
0.30000000000000004,0.5498580553584103
0.30000000000000004,0.618346344925479
0.30000000000000004,0.5500354861603974
0.30000000000000004,0.5574875798438609
0.30000000000000004,0.5079843860894251
0.30000000000000004,0.6721078779276083
0.30000000000000004,0.575762952448545
0.30000000000000004,0.6666075230660042
0.30000000000000004,0.6839957416607523
0.30000000000000004,0.569375443577005
0.30000000000000004,0.5525195173882186
0.30000000000000004,0.6710432931156849
0.30000000000000004,0.5095812633073101
0.30000000000000004,0.518097941802697
0.30000000000000004,0.5459545777146912
0.30000000000000004,0.6153300212916962
0.30000000000000004,0.5241305890702626
0.30000000000000004,0.5415188076650106
0.30000000000000004,0.5195173882185947
0.30000000000000004,0.6247338537970192
0.30000000000000004,0.6628814762242725
0.30000000000000004,0.6282824698367636
0.30000000000000004,0.6788502484031228
0.4,0.6635911994322214
0.4,0.6666075230660042
0.4,0.6165720369056068
0.4,0.6765436479772888
0.4,0.6623491838183109
0.4,0.6657203690560681
0.4,0.6667849538679915
0.4,0.6618168914123492
0.4,0.6745919091554294
0.4,0.6352022711142654
0.4,0.5974095102909865
0.4,0.5784244144783535
0.4,0.6437189496096523
0.4,0.6568488289567069
0.4,0.6666075230660042
0.4,0.6756564939673527
0.4,0.6676721078779276
0.4,0.6398154719659332
0.4,0.5674237047551455
0.4,0.6628814762242725
0.4,0.6611071682044003
0.4,0.6674946770759403
0.4,0.674237047551455
0.4,0.6533002129169624
0.4,0.6107168204400284
0.4,0.6761887863733144
0.4,0.6330731014904187
0.4,0.6414123491838183
0.4,0.6552519517388219
0.4,0.5573101490418737
0.4,0.592264017033357
0.4,0.6501064584811923
0.4,0.6110716820440029
0.4,0.6506387508871541
0.4,0.6763662171753017
0.4,0.5789567068843151
0.4,0.6600425833924769
0.4,0.6603974449964514
0.4,0.6208303761533002
0.4,0.6864797728885734
0.4,0.6767210787792761
0.4,0.6738821859474805
0.4,0.5665365507452094
0.4,0.680624556422995
0.4,0.6788502484031228
0.4,0.6527679205110007
0.4,0.6252661462029808
0.4,0.6864797728885734
0.4,0.5473740241305891
0.4,0.6854151880766501
0.4,0.6426543647977289
0.4,0.6325408090844571
0.4,0.6187012065294535
0.4,0.6052164655784245
0.4,0.6531227821149752
0.4,0.6085876508161817
0.4,0.6055713271823988
0.4,0.634847409510291
0.4,0.6722853087295955
0.4,0.5120652945351313
0.4,0.6605748757984387
0.4,0.6479772888573456
0.4,0.6367991483321505
0.4,0.5837473385379702
0.4,0.5853442157558553
0.4,0.6454932576295245
0.4,0.64513839602555
0.4,0.6784953867991483
0.4,0.5906671398154719
0.4,0.6211852377572746
0.4,0.5787792760823279
0.4,0.6802696948190206
0.4,0.6651880766501065
0.4,0.6596877217885024
0.4,0.600958126330731
0.4,0.5887154009936125
0.4,0.6768985095812633
0.4,0.6728176011355571
0.4,0.6666075230660042
0.4,0.6756564939673527
0.4,0.6524130589070263
0.4,0.5486160397444997
0.4,0.6004258339247693
0.4,0.6085876508161817
0.4,0.6476224272533712
0.4,0.6641234918381831
0.4,0.6013129879347054
0.4,0.6602200141944642
0.4,0.6717530163236338
0.4,0.6745919091554294
0.4,0.6481547196593329
0.4,0.5828601845280341
0.4,0.6252661462029808
0.4,0.6781405251951739
0.4,0.680624556422995
0.4,0.6744144783534421
0.4,0.67902767920511
0.4,0.6563165365507452
0.4,0.6428317955997161
0.4,0.6729950319375444
0.5,0.63875088715401
0.5,0.6774308019872249
0.5,0.6715755855216465
0.5,0.6751242015613911
0.5,0.6566713981547196
0.5,0.6825762952448545
0.5,0.6749467707594038
0.5,0.6481547196593329
0.5,0.6440738112136267
0.5,0.6554293825408091
0.5,0.6476224272533712
0.5,0.6540099361249113
0.5,0.6788502484031228
0.5,0.6804471256210078
0.5,0.6437189496096523
0.5,0.6623491838183109
0.5,0.6744144783534421
0.5,0.6733498935415189
0.5,0.682931156848829
0.5,0.6573811213626686
0.5,0.6602200141944642
0.5,0.6779630943931867
0.5,0.5919091554293825
0.5,0.6584457061745919
0.5,0.6501064584811923
0.5,0.6689141234918382
0.5,0.6259758694109298
0.5,0.61124911284599
0.5,0.6818665720369056
0.5,0.674237047551455
0.5,0.6722853087295955
0.5,0.6639460610361959
0.5,0.6776082327892122
0.5,0.6327182398864443
0.5,0.6731724627395316
0.5,0.6786728176011355
0.5,0.6591554293825408
0.5,0.6249112845990064
0.5,0.6728176011355571
0.5,0.6717530163236338
0.5,0.663236337828247
0.5,0.6107168204400284
0.5,0.6430092264017033
0.5,0.6823988644428672
0.5,0.6747693399574166
0.5,0.6772533711852378
0.5,0.6391057487579844
0.5,0.6774308019872249
0.5,0.6689141234918382
0.5,0.6848828956706884
0.5,0.6667849538679915
0.5,0.6774308019872249
0.5,0.6343151171043293
0.5,0.6820440028388929
0.5,0.5569552874378992
0.5,0.6428317955997161
0.5,0.6713981547196594
0.5,0.5518097941802697
0.5,0.6740596167494677
0.5,0.6075230660042583
0.5,0.6733498935415189
0.5,0.6792051100070973
0.5,0.6705110007097232
0.5,0.6572036905606813
0.5,0.6630589070262598
0.5,0.5612136266855926
0.5,0.6781405251951739
0.5,0.6838183108587651
0.5,0.6664300922640171
0.5,0.6792051100070973
0.5,0.6809794180269695
0.5,0.6671398154719659
0.5,0.6804471256210078
0.5,0.673527324343506
0.5,0.6513484740951029
0.5,0.6653655074520937
0.5,0.6733498935415189
0.5,0.6822214336408801
0.5,0.6383960255500355
0.5,0.5809084457061746
0.5,0.663236337828247
0.5,0.6486870120652946
0.5,0.5986515259048971
0.5,0.6252661462029808
0.5,0.6847054648687012
0.5,0.6731724627395316
0.5,0.6816891412349184
0.5,0.6722853087295955
0.5,0.6515259048970902
0.5,0.6378637331440739
0.5,0.6768985095812633
0.5,0.6799148332150461
0.5,0.6706884315117104
0.5,0.680624556422995
0.5,0.6247338537970192
0.5,0.6792051100070973
0.5,0.6336053938963804
0.5,0.6412349183818311
0.5,0.6820440028388929
0.5,0.6137331440738112
0.6,0.6619943222143364
0.6,0.6674946770759403
0.6,0.6765436479772888
0.6,0.6456706884315118
0.6,0.6488644428672817
0.6,0.6715755855216465
0.6,0.6740596167494677
0.6,0.6715755855216465
0.6,0.6394606103619588
0.6,0.6724627395315826
0.6,0.6831085876508162
0.6,0.6754790631653655
0.6,0.6415897799858056
0.6,0.6701561391057488
0.6,0.6767210787792761
0.6,0.6815117104329311
0.6,0.6728176011355571
0.6,0.6797374024130589
0.6,0.6733498935415189
0.6,0.6330731014904187
0.6,0.6698012775017743
0.6,0.6795599716110717
0.6,0.673527324343506
0.6,0.6772533711852378
0.6,0.6797374024130589
0.6,0.6761887863733144
0.6,0.6721078779276083
0.6,0.6760113555713272
0.6,0.6658977998580553
0.6,0.6740596167494677
0.6,0.6634137686302342
0.6,0.6793825408090844
0.6,0.6619943222143364
0.6,0.6701561391057488
0.6,0.6307665010645848
0.6,0.674237047551455
0.6,0.6792051100070973
0.6,0.6643009226401704
0.6,0.6236692689850958
0.6,0.6749467707594038
0.6,0.6611071682044003
0.6,0.6737047551454932
0.6,0.67583392476934
0.6,0.673527324343506
0.6,0.6744144783534421
0.6,0.6820440028388929
0.6,0.6357345635202271
0.6,0.6527679205110007
0.6,0.6724627395315826
0.6,0.6838183108587651
0.6,0.6841731724627396
0.6,0.6889638041163946
0.6,0.6579134137686302
0.6,0.6779630943931867
0.6,0.6795599716110717
0.6,0.6405251951738822
0.6,0.6823988644428672
0.6,0.6117814052519518
0.6,0.6836408800567778
0.6,0.6740596167494677
0.6,0.6765436479772888
0.6,0.682931156848829
0.6,0.6781405251951739
0.6,0.6873669268985095
0.6,0.6627040454222853
0.6,0.6643009226401704
0.6,0.67583392476934
0.6,0.6699787083037615
0.6,0.6405251951738822
0.6,0.6705110007097232
0.6,0.6747693399574166
0.6,0.6763662171753017
0.6,0.618346344925479
0.6,0.6745919091554294
0.6,0.6737047551454932
0.6,0.6784953867991483
0.6,0.660929737402413
0.6,0.6818665720369056
0.6,0.6641234918381831
0.6,0.6694464158977999
0.6,0.6726401703335699
0.6,0.6815117104329311
0.6,0.6808019872249823
0.6,0.6289921930447125
0.6,0.6745919091554294
0.6,0.6678495386799148
0.6,0.6463804116394606
0.6,0.6218949609652236
0.6,0.6667849538679915
0.6,0.6804471256210078
0.6,0.6738821859474805
0.6,0.6854151880766501
0.6,0.6786728176011355
0.6,0.6259758694109298
0.6,0.6818665720369056
0.6,0.6760113555713272
0.6,0.6731724627395316
0.6,0.6740596167494677
0.6,0.671930447125621
0.6,0.6568488289567069
0.7000000000000001,0.6779630943931867
0.7000000000000001,0.6756564939673527
0.7000000000000001,0.6651880766501065
0.7000000000000001,0.6838183108587651
0.7000000000000001,0.6776082327892122
0.7000000000000001,0.6760113555713272
0.7000000000000001,0.6352022711142654
0.7000000000000001,0.6694464158977999
0.7000000000000001,0.6847054648687012
0.7000000000000001,0.67902767920511
0.7000000000000001,0.6811568488289567
0.7000000000000001,0.6760113555713272
0.7000000000000001,0.6774308019872249
0.7000000000000001,0.6754790631653655
0.7000000000000001,0.6779630943931867
0.7000000000000001,0.6779630943931867
0.7000000000000001,0.682931156848829
0.7000000000000001,0.682931156848829
0.7000000000000001,0.6774308019872249
0.7000000000000001,0.6772533711852378
0.7000000000000001,0.671930447125621
0.7000000000000001,0.6841731724627396
0.7000000000000001,0.6763662171753017
0.7000000000000001,0.6744144783534421
0.7000000000000001,0.6832860184528035
0.7000000000000001,0.6611071682044003
0.7000000000000001,0.6799148332150461
0.7000000000000001,0.649041873669269
0.7000000000000001,0.6724627395315826
0.7000000000000001,0.6740596167494677
0.7000000000000001,0.6760113555713272
0.7000000000000001,0.6779630943931867
0.7000000000000001,0.6797374024130589
0.7000000000000001,0.6831085876508162
0.7000000000000001,0.6713981547196594
0.7000000000000001,0.6768985095812633
0.7000000000000001,0.6765436479772888
0.7000000000000001,0.6531227821149752
0.7000000000000001,0.684528034066714
0.7000000000000001,0.6756564939673527
0.7000000000000001,0.6706884315117104
0.7000000000000001,0.6831085876508162
0.7000000000000001,0.6181689141234918
0.7000000000000001,0.656139105748758
0.7000000000000001,0.6738821859474805
0.7000000000000001,0.6788502484031228
0.7000000000000001,0.6843506032647267
0.7000000000000001,0.6871894960965224
0.7000000000000001,0.6809794180269695
0.7000000000000001,0.6724627395315826
0.7000000000000001,0.6772533711852378
0.7000000000000001,0.6753016323633783
0.7000000000000001,0.6683818310858765
0.7000000000000001,0.6804471256210078
0.7000000000000001,0.6786728176011355
0.7000000000000001,0.6738821859474805
0.7000000000000001,0.6690915542938254
0.7000000000000001,0.6618168914123492
0.7000000000000001,0.6568488289567069
0.7000000000000001,0.6751242015613911
0.7000000000000001,0.6598651525904897
0.7000000000000001,0.6809794180269695
0.7000000000000001,0.67583392476934
0.7000000000000001,0.6767210787792761
0.7000000000000001,0.6776082327892122
0.7000000000000001,0.6774308019872249
0.7000000000000001,0.6554293825408091
0.7000000000000001,0.6760113555713272
0.7000000000000001,0.680624556422995
0.7000000000000001,0.6685592618878637
0.7000000000000001,0.6698012775017743
0.7000000000000001,0.6662526614620298
0.7000000000000001,0.6728176011355571
0.7000000000000001,0.6831085876508162
0.7000000000000001,0.6822214336408801
0.7000000000000001,0.6776082327892122
0.7000000000000001,0.6841731724627396
0.7000000000000001,0.6763662171753017
0.7000000000000001,0.6701561391057488
0.7000000000000001,0.6779630943931867
0.7000000000000001,0.6612845990063875
0.7000000000000001,0.6733498935415189
0.7000000000000001,0.6843506032647267
0.7000000000000001,0.6800922640170334
0.7000000000000001,0.6614620298083748
0.7000000000000001,0.6841731724627396
0.7000000000000001,0.67583392476934
0.7000000000000001,0.6774308019872249
0.7000000000000001,0.6802696948190206
0.7000000000000001,0.6795599716110717
0.7000000000000001,0.6698012775017743
0.7000000000000001,0.6808019872249823
0.7000000000000001,0.6804471256210078
0.7000000000000001,0.67583392476934
0.7000000000000001,0.6588005677785663
0.7000000000000001,0.6756564939673527
0.7000000000000001,0.6717530163236338
0.7000000000000001,0.6708658623136976
0.7000000000000001,0.6816891412349184
0.7000000000000001,0.6831085876508162
0.8,0.6768985095812633
0.8,0.6685592618878637
0.8,0.681334279630944
0.8,0.6788502484031228
0.8,0.6765436479772888
0.8,0.6788502484031228
0.8,0.6646557842441447
0.8,0.6822214336408801
0.8,0.680624556422995
0.8,0.6761887863733144
0.8,0.6770759403832506
0.8,0.6818665720369056
0.8,0.6825762952448545
0.8,0.6753016323633783
0.8,0.6669623846699787
0.8,0.6770759403832506
0.8,0.6788502484031228
0.8,0.6678495386799148
0.8,0.6797374024130589
0.8,0.671930447125621
0.8,0.6870120652945352
0.8,0.6797374024130589
0.8,0.6767210787792761
0.8,0.6841731724627396
0.8,0.686124911284599
0.8,0.6809794180269695
0.8,0.6721078779276083
0.8,0.6682044002838893
0.8,0.67902767920511
0.8,0.6832860184528035
0.8,0.6756564939673527
0.8,0.6770759403832506
0.8,0.6797374024130589
0.8,0.6804471256210078
0.8,0.6841731724627396
0.8,0.6808019872249823
0.8,0.6793825408090844
0.8,0.680624556422995
0.8,0.6660752306600426
0.8,0.6815117104329311
0.8,0.6788502484031228
0.8,0.6816891412349184
0.8,0.6779630943931867
0.8,0.6586231369765791
0.8,0.6463804116394606
0.8,0.669623846699787
0.8,0.6634137686302342
0.8,0.6870120652945352
0.8,0.6724627395315826
0.8,0.6733498935415189
0.8,0.6783179559971612
0.8,0.6744144783534421
0.8,0.6786728176011355
0.8,0.6756564939673527
0.8,0.6763662171753017
0.8,0.6797374024130589
0.8,0.6783179559971612
0.8,0.6781405251951739
0.8,0.6815117104329311
0.8,0.6756564939673527
0.8,0.6781405251951739
0.8,0.6768985095812633
0.8,0.6788502484031228
0.8,0.6694464158977999
0.8,0.6669623846699787
0.8,0.6765436479772888
0.8,0.6832860184528035
0.8,0.6859474804826118
0.8,0.6584457061745919
0.8,0.670333569907736
0.8,0.6744144783534421
0.8,0.681334279630944
0.8,0.6747693399574166
0.8,0.6721078779276083
0.8,0.6776082327892122
0.8,0.6804471256210078
0.8,0.6763662171753017
0.8,0.6715755855216465
0.8,0.6783179559971612
0.8,0.6784953867991483
0.8,0.6815117104329311
0.8,0.6847054648687012
0.8,0.6721078779276083
0.8,0.6848828956706884
0.8,0.6763662171753017
0.8,0.674237047551455
0.8,0.6804471256210078
0.8,0.6818665720369056
0.8,0.6804471256210078
0.8,0.6760113555713272
0.8,0.6776082327892122
0.8,0.6788502484031228
0.8,0.6756564939673527
0.8,0.6763662171753017
0.8,0.6763662171753017
0.8,0.6751242015613911
0.8,0.6797374024130589
0.8,0.6767210787792761
0.8,0.6250887154009936
0.8,0.6816891412349184
0.9,0.6753016323633783
0.9,0.6795599716110717
0.9,0.6818665720369056
0.9,0.674237047551455
0.9,0.6628814762242725
0.9,0.6729950319375444
0.9,0.6715755855216465
0.9,0.6783179559971612
0.9,0.6792051100070973
0.9,0.680624556422995
0.9,0.6800922640170334
0.9,0.6825762952448545
0.9,0.6774308019872249
0.9,0.6831085876508162
0.9,0.6763662171753017
0.9,0.6674946770759403
0.9,0.6751242015613911
0.9,0.6536550745209369
0.9,0.6745919091554294
0.9,0.6774308019872249
0.9,0.6781405251951739
0.9,0.6792051100070973
0.9,0.6602200141944642
0.9,0.6784953867991483
0.9,0.6753016323633783
0.9,0.6745919091554294
0.9,0.6784953867991483
0.9,0.6786728176011355
0.9,0.6788502484031228
0.9,0.681334279630944
0.9,0.6690915542938254
0.9,0.674237047551455
0.9,0.6783179559971612
0.9,0.6777856635911994
0.9,0.6802696948190206
0.9,0.680624556422995
0.9,0.6751242015613911
0.9,0.67583392476934
0.9,0.6795599716110717
0.9,0.6761887863733144
0.9,0.6772533711852378
0.9,0.6747693399574166
0.9,0.6855926188786373
0.9,0.6815117104329311
0.9,0.6774308019872249
0.9,0.6768985095812633
0.9,0.6843506032647267
0.9,0.6822214336408801
0.9,0.67902767920511
0.9,0.6822214336408801
0.9,0.6770759403832506
0.9,0.6786728176011355
0.9,0.6781405251951739
0.9,0.6669623846699787
0.9,0.669623846699787
0.9,0.6823988644428672
0.9,0.6641234918381831
0.9,0.6768985095812633
0.9,0.6777856635911994
0.9,0.664833215046132
0.9,0.662526614620298
0.9,0.6820440028388929
0.9,0.6767210787792761
0.9,0.6765436479772888
0.9,0.6653655074520937
0.9,0.6820440028388929
0.9,0.674237047551455
0.9,0.6831085876508162
0.9,0.6770759403832506
0.9,0.6761887863733144
0.9,0.6768985095812633
0.9,0.6729950319375444
0.9,0.673527324343506
0.9,0.6795599716110717
0.9,0.6843506032647267
0.9,0.6809794180269695
0.9,0.6767210787792761
0.9,0.6692689850958127
0.9,0.6841731724627396
0.9,0.67902767920511
0.9,0.673527324343506
0.9,0.6779630943931867
0.9,0.6799148332150461
0.9,0.6508161816891412
0.9,0.67583392476934
0.9,0.6671398154719659
0.9,0.6731724627395316
0.9,0.6698012775017743
0.9,0.6854151880766501
0.9,0.6809794180269695
0.9,0.6776082327892122
0.9,0.686124911284599
0.9,0.680624556422995
0.9,0.6832860184528035
0.9,0.6792051100070973
0.9,0.6831085876508162
0.9,0.6682044002838893
0.9,0.6745919091554294
0.9,0.6799148332150461
0.9,0.6822214336408801
1.0,0.682931156848829
1.0,0.6774308019872249
1.0,0.6808019872249823
1.0,0.6802696948190206
1.0,0.6777856635911994
1.0,0.6763662171753017
1.0,0.67902767920511
1.0,0.6783179559971612
1.0,0.6822214336408801
1.0,0.6811568488289567
1.0,0.6792051100070973
1.0,0.6767210787792761
1.0,0.6804471256210078
1.0,0.6745919091554294
1.0,0.673527324343506
1.0,0.6823988644428672
1.0,0.6815117104329311
1.0,0.6809794180269695
1.0,0.6749467707594038
1.0,0.6763662171753017
1.0,0.6795599716110717
1.0,0.6825762952448545
1.0,0.6799148332150461
1.0,0.6740596167494677
1.0,0.6802696948190206
1.0,0.6767210787792761
1.0,0.6834634492547906
1.0,0.6800922640170334
1.0,0.6749467707594038
1.0,0.6809794180269695
1.0,0.67583392476934
1.0,0.6777856635911994
1.0,0.6781405251951739
1.0,0.6815117104329311
1.0,0.6836408800567778
1.0,0.6710432931156849
1.0,0.6682044002838893
1.0,0.6839957416607523
1.0,0.6818665720369056
1.0,0.686124911284599
1.0,0.6834634492547906
1.0,0.6687366926898509
1.0,0.6831085876508162
1.0,0.6777856635911994
1.0,0.6776082327892122
1.0,0.6776082327892122
1.0,0.6820440028388929
1.0,0.6760113555713272
1.0,0.6733498935415189
1.0,0.6809794180269695
1.0,0.6832860184528035
1.0,0.673527324343506
1.0,0.6779630943931867
1.0,0.6804471256210078
1.0,0.680624556422995
1.0,0.671930447125621
1.0,0.6809794180269695
1.0,0.6823988644428672
1.0,0.6823988644428672
1.0,0.6738821859474805
1.0,0.6779630943931867
1.0,0.6792051100070973
1.0,0.6685592618878637
1.0,0.6737047551454932
1.0,0.6827537260468417
1.0,0.669623846699787
1.0,0.6724627395315826
1.0,0.6783179559971612
1.0,0.6793825408090844
1.0,0.6713981547196594
1.0,0.6753016323633783
1.0,0.6792051100070973
1.0,0.6756564939673527
1.0,0.6808019872249823
1.0,0.6815117104329311
1.0,0.6880766501064585
1.0,0.6740596167494677
1.0,0.6774308019872249
1.0,0.6761887863733144
1.0,0.6756564939673527
1.0,0.6728176011355571
1.0,0.6797374024130589
1.0,0.6763662171753017
1.0,0.6799148332150461
1.0,0.6761887863733144
1.0,0.6744144783534421
1.0,0.6820440028388929
1.0,0.6795599716110717
1.0,0.6799148332150461
1.0,0.6816891412349184
1.0,0.6781405251951739
1.0,0.6779630943931867
1.0,0.6800922640170334
1.0,0.684528034066714
1.0,0.6793825408090844
1.0,0.6882540809084458
1.0,0.6781405251951739
1.0,0.680624556422995
1.0,0.6777856635911994
1.0,0.6797374024130589
1.1,0.6788502484031228
1.1,0.6808019872249823
1.1,0.6747693399574166
1.1,0.6767210787792761
1.1,0.6774308019872249
1.1,0.6848828956706884
1.1,0.6823988644428672
1.1,0.671930447125621
