k,score
1,0.5887797506611258
1,0.5751794484321874
1,0.5780128447298829
1,0.5806573479410654
1,0.5940687570834907
1,0.5802795617680393
1,0.5833018511522479
1,0.5906686815262562
1,0.5819795995466566
1,0.5749905553456743
1,0.5806573479410654
1,0.5774461654703438
1,0.5838685304117869
1,0.584246316584813
1,0.5870797128825085
1,0.5808462410275784
1,0.5938798639969777
1,0.5895353230071779
1,0.5999244427653948
1,0.5865130336229694
1,0.5914242538723082
1,0.5757461276917265
1,0.5823573857196827
1,0.5848129958443521
1,0.5825462788061957
1,0.5759350207782395
1,0.5944465432565168
1,0.5948243294295429
1,0.5867019267094824
1,0.5887797506611258
1,0.5933131847374387
1,0.578957310162448
1,0.5840574234982999
1,0.5838685304117869
1,0.5802795617680393
1,0.5799017755950132
1,0.5906686815262562
1,0.5867019267094824
1,0.5753683415187004
1,0.5853796751038912
1,0.5755572346052135
1,0.5912353607857952
1,0.5802795617680393
1,0.5885908575746128
1,0.5867019267094824
1,0.5780128447298829
1,0.5950132225160559
1,0.579146203248961
1,0.5806573479410654
1,0.5825462788061957
1,0.5825462788061957
1,0.5778239516433699
1,0.5808462410275784
1,0.573101624480544
1,0.5825462788061957
1,0.578957310162448
1,0.5880241783150737
1,0.5995466565923687
1,0.5799017755950132
1,0.5889686437476388
1,0.5840574234982999
1,0.5963354741216471
1,0.5772572723838307
1,0.5831129580657348
1,0.5751794484321874
1,0.5855685681904043
1,0.5908575746127692
1,0.583679637325274
1,0.5885908575746128
1,0.5882130714015867
1,0.584435209671326
1,0.5904797884397431
1,0.5831129580657348
1,0.5887797506611258
1,0.5916131469588213
1,0.584624102757839
1,0.5814129202871174
1,0.5908575746127692
1,0.5831129580657348
1,0.5678126180581791
1,0.5857574612769173
1,0.579146203248961
1,0.579146203248961
1,0.5808462410275784
1,0.5910464676992822
1,0.5806573479410654
1,0.5878352852285607
1,0.5895353230071779
1,0.578957310162448
1,0.5876463921420476
1,0.584246316584813
1,0.5738571968265962
1,0.5893464299206649
1,0.5855685681904043
1,0.5778239516433699
1,0.5812240272006045
1,0.589724216093691
1,0.5870797128825085
1,0.5833018511522479
1,0.5793350963354741
2,0.5851907820173782
2,0.5867019267094824
2,0.5732905175670571
2,0.5902908953532301
2,0.5812240272006045
2,0.5821684926331696
2,0.5885908575746128
2,0.5806573479410654
2,0.578957310162448
2,0.5914242538723082
2,0.5634680770683793
2,0.5851907820173782
2,0.5834907442387609
2,0.584624102757839
2,0.5853796751038912
2,0.5861352474499434
2,0.5808462410275784
2,0.5782017378163959
2,0.5891575368341518
2,0.5814129202871174
2,0.5889686437476388
2,0.5808462410275784
2,0.5768794862108046
2,0.5668681526256139
2,0.5855685681904043
2,0.5838685304117869
2,0.5804684548545523
2,0.5838685304117869
2,0.5768794862108046
2,0.5840574234982999
2,0.5931242916509256
2,0.5819795995466566
2,0.579146203248961
2,0.584624102757839
2,0.578579523989422
2,0.5742349829996222
2,0.5736683037400832
2,0.5746127691726483
2,0.5738571968265962
2,0.5884019644880998
2,0.5914242538723082
2,0.578957310162448
2,0.5887797506611258
2,0.5823573857196827
2,0.5782017378163959
2,0.5957687948621081
2,0.578579523989422
2,0.5853796751038912
2,0.5827351718927087
2,0.5757461276917265
2,0.5821684926331696
2,0.5902908953532301
2,0.5732905175670571
2,0.5780128447298829
2,0.5723460521344919
2,0.5802795617680393
2,0.5765017000377786
2,0.5749905553456743
2,0.5732905175670571
2,0.5851907820173782
2,0.5795239894219871
2,0.5770683792973177
2,0.5774461654703438
2,0.5882130714015867
2,0.5863241405364563
2,0.578957310162448
2,0.5821684926331696
2,0.5715904797884398
2,0.5918020400453343
2,0.5780128447298829
2,0.5868908197959954
2,0.5755572346052135
2,0.584624102757839
2,0.5942576501700038
2,0.584435209671326
2,0.5902908953532301
2,0.5738571968265962
2,0.589913109180204
2,0.5799017755950132
2,0.5840574234982999
2,0.5882130714015867
2,0.5810351341140915
2,0.5782017378163959
2,0.5817907064601435
2,0.5763128069512656
2,0.5808462410275784
2,0.5634680770683793
2,0.583679637325274
2,0.5884019644880998
2,0.5819795995466566
2,0.5878352852285607
2,0.5893464299206649
2,0.578390630902909
2,0.584246316584813
2,0.5861352474499434
2,0.5748016622591613
2,0.5812240272006045
2,0.5833018511522479
2,0.5878352852285607
2,0.5670570457121269
3,0.6165470343785417
3,0.5997355496788818
3,0.6133358519078201
3,0.6071023800528901
3,0.6061579146203249
3,0.6033245183226293
3,0.5944465432565168
3,0.6150358896864375
3,0.600680015111447
3,0.6057801284472988
3,0.61768039289762
3,0.6035134114091424
3,0.5982244049867775
3,0.6072912731394031
3,0.6186248583301851
3,0.6080468454854552
3,0.5993577635058557
3,0.6033245183226293
3,0.6116358141292029
3,0.601435587457499
3,0.6048356630147337
3,0.6048356630147337
3,0.618247072157159
3,0.5933131847374387
3,0.6118247072157159
3,0.6139025311673593
3,0.5914242538723082
3,0.601057801284473
3,0.6046467699282206
3,0.6118247072157159
3,0.5935020778239516
3,0.6116358141292029
3,0.6044578768417076
3,0.6055912353607857
3,0.5969021533811862
3,0.6093690970910465
3,0.6078579523989422
3,0.6139025311673593
3,0.6004911220249339
3,0.5918020400453343
3,0.595957687948621
3,0.6091802040045334
3,0.6029467321496034
3,0.618058179070646
3,0.6052134491877598
3,0.6054023422742728
3,0.6091802040045334
3,0.6112580279561768
3,0.6112580279561768
3,0.6152247827729506
3,0.6095579901775595
3,0.5957687948621081
3,0.6044578768417076
3,0.6152247827729506
3,0.612202493388742
3,0.6048356630147337
3,0.6037023044956554
3,0.6089913109180204
3,0.6021911598035512
3,0.6004911220249339
3,0.6023800528900642
3,0.5974688326407254
3,0.6031356252361164
3,0.6035134114091424
3,0.6082357385719682
3,0.600680015111447
3,0.6146581035134114
3,0.6214582546278806
3,0.6125802795617681
3,0.6118247072157159
3,0.6137136380808462
3,0.6191915375897242
3,0.6038911975821685
3,0.6071023800528901
3,0.6071023800528901
3,0.6142803173403854
3,0.6105024556101246
3,0.6086135247449943
3,0.6027578390630903
3,0.6023800528900642
3,0.6046467699282206
3,0.6008689081979599
3,0.6144692104268984
3,0.6097468832640726
3,0.6080468454854552
3,0.6018133736305251
3,0.6046467699282206
3,0.6099357763505856
3,0.6157914620324896
3,0.5995466565923687
3,0.6125802795617681
3,0.6112580279561768
3,0.6061579146203249
3,0.612013600302229
3,0.6018133736305251
