game_date,team_id,opp_id,team_rush_avg,team_pass_avg,opp_rush_avg,opp_pass_avg,team_rush_weak,team_pass_weak,opp_rush_weak,opp_pass_weak,result
0011-09-17,704,472,115.1,219.3,130.3,199.9,194.3,232.1,194.2,226.6,1
0011-09-24,630,472,80.6,252.4,114.3,220.3,210.3,244.5,201.9,223.0,1
0011-10-01,473,472,126.7,160.6,118.7,228.5,249.6,221.8,202.6,233.4,0
0011-10-15,295,472,77.9,221.1,126.1,244.7,197.6,278.5,210.1,229.5,0
0011-10-22,277,472,114.6,346.9,127.3,239.0,116.3,270.6,214.5,210.1,1
0011-10-29,466,472,252.8,236.0,126.1,248.3,159.0,193.4,215.9,226.7,1
0011-11-05,257,472,147.6,237.6,115.9,273.3,156.3,175.9,229.1,239.2,1
0011-11-12,96,472,136.2,262.7,119.6,278.9,203.7,251.9,230.6,251.0,0
0011-11-19,77,472,163.2,235.2,124.3,302.1,130.2,195.0,208.6,258.6,1
0011-11-26,366,472,140.3,242.7,132.2,281.8,126.1,254.2,202.4,261.3,1
0011-12-03,731,472,251.9,185.6,134.9,264.8,139.7,246.1,205.6,259.2,1
0012-09-08,519,472,205.2,252.4,147.8,265.8,158.9,241.8,226.1,259.1,1
0012-09-15,704,472,176.0,202.0,136.3,255.5,205.9,258.3,232.4,264.6,1
